Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2019-10-14T19:45:00Z,TSLA,17.09999829,-8250,Market,Filled,-141074.9858925,Liquidated 
2019-10-16T02:10:34Z,TSLA,17.1593316174,8200,Market On Open,Filled,140706.51926268, 
2019-10-16T19:45:00Z,TSLA,17.283331605,-8200,Market,Filled,-141723.319161,Liquidated 
2019-10-16T23:29:28Z,TSLA,17.46666492,8195,Market On Open,Filled,143139.3190194, 
2019-10-17T19:45:00Z,TSLA,17.4393315894,-8195,Market,Filled,-142915.32237513,Liquidated 
2019-10-23T20:01:03Z,TSLA,19.8986646768,8340,Market On Open,Filled,165954.86340451, 
2019-10-24T19:45:00Z,TSLA,19.9379980062,-8340,Market,Filled,-166282.90337171,Liquidated 
2019-10-28T01:07:45Z,TSLA,21.823331151,6485,Market On Open,Filled,141524.30251423, 
2019-10-28T19:45:00Z,TSLA,21.8419978158,-6485,Market,Filled,-141645.35583546,Liquidated 
2019-10-29T01:33:59Z,TSLA,21.3139978686,-6496,Market On Open,Filled,-138455.73015443, 
2019-10-29T19:45:00Z,TSLA,21.0526645614,6496,Market,Filled,136758.10899085,Liquidated 
2019-11-08T05:14:15Z,TSLA,22.3333311,6417,Market On Open,Filled,143312.9856687, 
2019-11-08T20:45:00Z,TSLA,22.4926644174,-6417,Market,Filled,-144335.42756646,Liquidated 
2019-11-13T07:36:21Z,TSLA,23.6666643,6194,Market On Open,Filled,146591.3186742, 
2019-11-13T20:45:00Z,TSLA,23.1553310178,-6194,Market,Filled,-143424.12032425,Liquidated 
2019-11-21T00:31:12Z,TSLA,23.6339976366,-6017,Market On Open,Filled,-142205.76377942, 
2019-11-21T20:45:00Z,TSLA,23.6979976302,6017,Market,Filled,142590.85174091,Liquidated 
2019-11-22T02:15:34Z,TSLA,22.6773310656,5954,Market On Open,Filled,135020.82916458, 
2019-11-22T20:45:00Z,TSLA,22.2346644432,-5954,Market,Filled,-132385.19209481,Liquidated 
2019-12-08T04:44:02Z,TSLA,22.4393310894,-6169,Market On Open,Filled,-138428.23349051, 
2019-12-08T05:00:53Z,TSLA,22.4393310894,12338,Market On Open,Filled,276856.46698102, 
2019-12-09T20:45:00Z,TSLA,22.7259977274,-6169,Market,Filled,-140196.67998033,Liquidated 
2019-12-19T03:05:10Z,TSLA,26.4879973512,5334,Market On Open,Filled,141286.9778713, 
2019-12-19T13:35:52Z,TSLA,26.4879973512,-10668,Market On Open,Filled,-282573.9557426, 
2019-12-19T20:45:00Z,TSLA,26.983330635,5334,Market,Filled,143929.08560709,Liquidated 
2019-12-22T00:31:56Z,TSLA,27.4519972548,5069,Market On Open,Filled,139154.17408458, 
2019-12-23T00:25:56Z,TSLA,27.4519972548,-10138,Market On Open,Filled,-278308.34816916, 
2019-12-23T00:55:54Z,TSLA,27.4519972548,10138,Market On Open,Filled,278308.34816916, 
2019-12-23T20:45:00Z,TSLA,27.8979972102,-5069,Market,Filled,-141414.9478585,Liquidated 
2019-12-26T23:39:12Z,TSLA,28.9999971,4844,Market On Open,Filled,140475.9859524, 
2019-12-27T20:45:00Z,TSLA,28.6106638056,-4844,Market,Filled,-138590.05547433,Liquidated 
2019-12-29T12:57:45Z,TSLA,28.5859971414,4783,Market On Open,Filled,136726.82432732, 
2019-12-30T20:45:00Z,TSLA,27.6046639062,-4783,Market,Filled,-132033.10746335,Liquidated 
2019-12-31T07:27:29Z,TSLA,26.9999973,4792,Market On Open,Filled,129383.9870616, 
2019-12-31T20:45:00Z,TSLA,27.9606638706,-4792,Market,Filled,-133987.50126792,Liquidated 
2020-01-01T11:50:07Z,TSLA,28.29999717,4914,Market On Open,Filled,139066.18609338, 
2020-01-02T20:45:00Z,TSLA,28.6546638012,-4914,Market,Filled,-140809.0179191,Liquidated 
2020-01-15T22:09:02Z,TSLA,32.93333004,4013,Market On Open,Filled,132161.45345052, 
2020-01-16T20:45:00Z,TSLA,34.1773299156,-4013,Market,Filled,-137153.6249513,Liquidated 
2020-01-21T21:24:07Z,TSLA,38.06666286,3938,Market On Open,Filled,149906.51834268, 
2020-01-22T20:45:00Z,TSLA,37.7426628924,-3938,Market,Filled,-148630.60647027,Liquidated 
2020-01-25T10:17:05Z,TSLA,36.0726630594,3781,Market On Open,Filled,136390.73902759, 
2020-01-27T20:45:00Z,TSLA,37.06666296,-3781,Market,Filled,-140149.05265176,Liquidated 
2020-02-03T02:48:54Z,TSLA,44.9126621754,3368,Market On Open,Filled,151265.84620675, 
2020-02-03T20:45:00Z,TSLA,51.3333282,-3368,Market,Filled,-172890.6493776,Liquidated 
2020-02-08T07:45:32Z,TSLA,53.333328,3361,Market On Open,Filled,179253.315408, 
2020-02-10T20:45:00Z,TSLA,51.249994875,-3361,Market,Filled,-172251.23277488,Liquidated 
2020-02-10T22:25:10Z,TSLA,51.2126615454,3123,Market On Open,Filled,159937.14200628, 
2020-02-11T20:45:00Z,TSLA,51.539994846,-3123,Market,Filled,-160959.40390406,Liquidated 
2020-02-15T09:14:46Z,TSLA,56.1479943852,3029,Market On Open,Filled,170072.27499277, 
2020-02-18T20:45:00Z,TSLA,57.2286609438,-3029,Market,Filled,-173345.61399877,Liquidated 
2020-02-22T00:48:56Z,TSLA,55.9059944094,2744,Market On Open,Filled,153406.04865939, 
2020-02-24T20:45:00Z,TSLA,55.7193277614,-2744,Market,Filled,-152893.83537728,Liquidated 
2020-02-26T21:52:20Z,TSLA,48.6806617986,3164,Market On Open,Filled,154025.61393077, 
2020-02-27T20:45:00Z,TSLA,45.2419954758,-3164,Market,Filled,-143145.67368543,Liquidated 
2020-03-04T23:23:43Z,TSLA,48.2513285082,3070,Market On Open,Filled,148131.57852017, 
2020-03-05T20:45:00Z,TSLA,48.209995179,-3070,Market,Filled,-148004.68519953,Liquidated 
2020-03-10T06:32:22Z,TSLA,43.9453289388,3780,Market On Open,Filled,166113.34338866, 
2020-03-10T19:45:00Z,TSLA,42.79999572,-3780,Market,Filled,-161783.9838216,Liquidated 
2020-03-15T07:02:45Z,TSLA,31.23333021,4085,Market On Open,Filled,127588.15390785, 
2020-03-16T19:45:00Z,TSLA,30.5659969434,-4085,Market,Filled,-124862.09751379,Liquidated 
2020-03-23T00:46:49Z,TSLA,28.8273304506,5126,Market On Open,Filled,147768.89588978, 
2020-03-23T19:45:00Z,TSLA,28.6406638026,-5126,Market,Filled,-146812.04265213,Liquidated 
2020-03-24T03:19:20Z,TSLA,31.83333015,5012,Market On Open,Filled,159548.6507118, 
2020-03-24T19:45:00Z,TSLA,33.86666328,-5012,Market,Filled,-169739.71635936,Liquidated 
2020-03-25T22:28:47Z,TSLA,36.649996335,4318,Market On Open,Filled,158254.68417453, 
2020-03-25T23:41:52Z,TSLA,36.649996335,-8636,Market On Open,Filled,-316509.36834906, 
2020-03-26T19:45:00Z,TSLA,34.5719965428,4318,Market,Filled,149281.88107181,Liquidated 
2020-03-27T19:13:40Z,TSLA,34.8126631854,4718,Market,Filled,164246.14490872, 
2020-03-27T19:45:00Z,TSLA,34.56666321,-4718,Market,Filled,-163085.51702478,Liquidated 
2020-03-31T19:27:03Z,TSLA,34.3219965678,4749,Market,Filled,162995.16170048, 
2020-03-31T19:45:00Z,TSLA,34.553329878,-4749,Market,Filled,-164093.76359062,Liquidated 
2020-03-31T23:07:55Z,TSLA,33.59999664,4693,Market On Open,Filled,157684.78423152, 
2020-04-01T19:45:00Z,TSLA,31.876663479,-4693,Market,Filled,-149597.18170695,Liquidated 
2020-04-02T23:51:51Z,TSLA,33.9846632682,-5143,Market On Open,Filled,-174783.12318835, 
2020-04-03T19:45:00Z,TSLA,31.7393301594,5143,Market,Filled,163235.37500979,Liquidated 
2020-04-04T02:43:50Z,TSLA,34.0993299234,5227,Market On Open,Filled,178237.19750961, 
2020-04-04T07:25:02Z,TSLA,34.0993299234,-10454,Market On Open,Filled,-356474.39501922, 
2020-04-04T21:20:33Z,TSLA,34.0993299234,10454,Market On Open,Filled,356474.39501922, 
2020-04-06T19:45:00Z,TSLA,34.1153299218,-5227,Market,Filled,-178320.82950125,Liquidated 
2020-04-09T10:57:16Z,TSLA,37.4846629182,-4570,Market On Open,Filled,-171304.90953617, 
2020-04-09T19:39:58Z,TSLA,37.996662867,8911,Market,Filled,338588.26280784, 
2020-04-09T19:45:00Z,TSLA,38.0493295284,-4341,Market,Filled,-165172.13948278,Liquidated 
2020-04-11T03:16:47Z,TSLA,39.4019960598,-4320,Market On Open,Filled,-170216.62297834, 
2020-04-11T11:12:24Z,TSLA,39.4019960598,8640,Market On Open,Filled,340433.24595667, 
2020-04-13T19:45:00Z,TSLA,43.2573290076,-4320,Market,Filled,-186871.66131283,Liquidated 
2020-04-16T07:32:50Z,TSLA,47.7606618906,3731,Market On Open,Filled,178195.02951383, 
2020-04-16T19:45:00Z,TSLA,49.756661691,-3731,Market,Filled,-185642.10476912,Liquidated 
2020-04-18T07:03:23Z,TSLA,48.846661782,3759,Market On Open,Filled,183614.60163854, 
2020-04-20T19:45:00Z,TSLA,50.1039949896,-3759,Market,Filled,-188340.91716591,Liquidated 
2020-04-22T12:12:14Z,TSLA,46.8019953198,4229,Market On Open,Filled,197925.63820743, 
2020-04-22T19:45:00Z,TSLA,48.3359951664,-4229,Market,Filled,-204412.92355871,Liquidated 
2020-04-24T04:30:32Z,TSLA,47.3873285946,4252,Market On Open,Filled,201490.92118424, 
2020-04-24T19:45:00Z,TSLA,48.343328499,-4252,Market,Filled,-205555.83277775,Liquidated 
2020-04-25T08:20:52Z,TSLA,49.1739950826,4221,Market On Open,Filled,207563.43324365, 
2020-04-27T19:45:00Z,TSLA,52.9793280354,-4221,Market,Filled,-223625.74363742,Liquidated 
2020-05-03T12:03:51Z,TSLA,46.7346619932,4706,Market On Open,Filled,219933.31934, 
2020-05-04T19:45:00Z,TSLA,50.0659949934,-4706,Market,Filled,-235610.57243894,Liquidated 
2020-05-05T10:06:20Z,TSLA,52.663328067,4643,Market On Open,Filled,244515.83221508, 
2020-05-05T19:45:00Z,TSLA,51.3579948642,-4643,Market,Filled,-238455.17015448,Liquidated 
2020-05-07T04:04:16Z,TSLA,51.8006614866,4399,Market On Open,Filled,227871.10987955, 
2020-05-07T12:38:28Z,TSLA,51.8006614866,-8798,Market On Open,Filled,-455742.21975911, 
2020-05-07T19:45:00Z,TSLA,51.86666148,4399,Market,Filled,228161.44385052,Liquidated 
2020-05-08T01:41:46Z,TSLA,52.9306613736,4406,Market On Open,Filled,233212.49401208, 
2020-05-08T10:33:47Z,TSLA,52.9306613736,-8812,Market On Open,Filled,-466424.98802416, 
2020-05-08T19:45:00Z,TSLA,54.7126611954,4406,Market,Filled,241063.98522693,Liquidated 
2020-05-10T02:43:27Z,TSLA,52.7006613966,4050,Market On Open,Filled,213437.67865623, 
2020-05-11T19:45:00Z,TSLA,54.56666121,-4050,Market,Filled,-220994.9779005,Liquidated 
2020-05-11T21:32:54Z,TSLA,55.13332782,4229,Market On Open,Filled,233158.84335078, 
2020-05-12T19:45:00Z,TSLA,54.1553279178,-4229,Market,Filled,-229022.88176438,Liquidated 
2020-05-15T05:22:42Z,TSLA,52.719994728,-4193,Market On Open,Filled,-221054.9378945, 
2020-05-15T05:28:41Z,TSLA,52.719994728,8386,Market On Open,Filled,442109.87578901, 
2020-05-15T19:45:00Z,TSLA,53.329994667,-4193,Market,Filled,-223612.66763873,Liquidated 
2020-05-26T22:40:51Z,TSLA,54.6719945328,4159,Market On Open,Filled,227380.82526192, 
2020-05-27T19:45:00Z,TSLA,54.6353278698,-4159,Market,Filled,-227228.3286105,Liquidated 
2020-06-10T18:00:34Z,TSLA,67.2559932744,-3372,Market,Filled,-226787.20932128, 
2020-06-10T19:45:00Z,TSLA,68.1206598546,3372,Market,Filled,229702.86502971,Liquidated 
2020-06-10T23:06:54Z,TSLA,65.9993267334,3276,Market On Open,Filled,216213.79437862, 
2020-06-11T19:45:00Z,TSLA,65.4686601198,-3276,Market,Filled,-214475.33055246,Liquidated 
2020-06-21T06:03:38Z,TSLA,66.663326667,3329,Market On Open,Filled,221922.21447444, 
2020-06-22T19:45:00Z,TSLA,66.336660033,-3329,Market,Filled,-220834.74124986,Liquidated 
2020-06-25T06:57:56Z,TSLA,63.613326972,3450,Market On Open,Filled,219465.9780534, 
2020-06-25T19:45:00Z,TSLA,65.3586601308,-3450,Market,Filled,-225487.37745126,Liquidated 
2020-06-25T22:23:33Z,TSLA,66.303326703,3453,Market On Open,Filled,228945.38710546, 
2020-06-26T19:45:00Z,TSLA,64.173326916,-3453,Market,Filled,-221590.49784095,Liquidated 
2020-06-26T21:21:08Z,TSLA,64.5426602124,3432,Market On Open,Filled,221510.40984896, 
2020-06-29T19:45:00Z,TSLA,66.8153266518,-3432,Market,Filled,-229310.20106898,Liquidated 
2020-07-02T02:12:37Z,TSLA,81.4319918568,3046,Market On Open,Filled,248041.84719581, 
2020-07-02T19:45:00Z,TSLA,80.6259919374,-3046,Market,Filled,-245586.77144132,Liquidated 
2020-07-02T22:40:48Z,TSLA,85.1126581554,2791,Market On Open,Filled,237549.42891172, 
2020-07-04T03:27:14Z,TSLA,85.1126581554,-5582,Market On Open,Filled,-475098.85782344, 
2020-07-04T08:46:59Z,TSLA,85.1126581554,5582,Market On Open,Filled,475098.85782344, 
2020-07-06T19:45:00Z,TSLA,90.3506576316,-2791,Market,Filled,-252168.6854498,Liquidated 
2020-07-08T00:20:29Z,TSLA,93.7093239624,2583,Market On Open,Filled,242051.18379488, 
2020-07-08T19:45:00Z,TSLA,90.316657635,-2583,Market,Filled,-233287.92667121,Liquidated 
2020-07-09T03:13:10Z,TSLA,93.09999069,2532,Market On Open,Filled,235729.17642708, 
2020-07-09T19:45:00Z,TSLA,92.6846573982,-2532,Market,Filled,-234677.55253224,Liquidated 
2020-07-10T22:00:43Z,TSLA,110.59998894,2229,Market On Open,Filled,246527.37534726, 
2020-07-10T22:46:47Z,TSLA,110.59998894,-4458,Market On Open,Filled,-493054.75069452, 
2020-07-13T06:19:55Z,TSLA,110.59998894,4458,Market On Open,Filled,493054.75069452, 
2020-07-13T19:45:00Z,TSLA,103.183323015,-2229,Market,Filled,-229995.62700043,Liquidated 
2020-07-14T05:10:27Z,TSLA,103.73332296,2134,Market On Open,Filled,221366.91119664, 
2020-07-14T19:45:00Z,TSLA,100.86665658,-2134,Market,Filled,-215249.44514172,Liquidated 
2020-07-15T05:54:42Z,TSLA,102.8359897164,2045,Market On Open,Filled,210299.59897004, 
2020-07-15T19:45:00Z,TSLA,102.2486564418,-2045,Market,Filled,-209098.50242348,Liquidated 
2020-07-24T06:14:29Z,TSLA,94.4006572266,2038,Market On Open,Filled,192388.53942781, 
2020-07-24T19:45:00Z,TSLA,94.7786571888,-2038,Market,Filled,-193158.90335077,Liquidated 
2020-07-26T06:01:38Z,TSLA,95.6359904364,2185,Market On Open,Filled,208964.63910353, 
2020-07-27T19:45:00Z,TSLA,102.6106564056,-2185,Market,Filled,-224204.28424624,Liquidated 
2020-07-27T23:17:42Z,TSLA,99.99999,2158,Market On Open,Filled,215799.97842, 
2020-07-28T19:45:00Z,TSLA,99.59999004,-2158,Market,Filled,-214936.77850632,Liquidated 
2020-07-30T10:39:31Z,TSLA,99.19999008,2208,Market On Open,Filled,219033.57809664, 
2020-07-30T19:45:00Z,TSLA,99.6666567,-2208,Market,Filled,-220063.9779936,Liquidated 
2020-08-07T06:41:10Z,TSLA,99.983323335,2232,Market On Open,Filled,223162.77768372, 
2020-08-07T19:45:00Z,TSLA,96.6679903332,-2232,Market,Filled,-215762.9544237,Liquidated 
2020-08-07T21:52:24Z,TSLA,96.349990365,-2212,Market On Open,Filled,-213126.17868738, 
2020-08-08T23:26:00Z,TSLA,96.349990365,4424,Market On Open,Filled,426252.35737476, 
2020-08-10T19:45:00Z,TSLA,93.743323959,-2212,Market,Filled,-207360.23259731,Liquidated 
2020-08-11T05:29:46Z,TSLA,93.189990681,2204,Market On Open,Filled,205390.73946092, 
2020-08-11T19:45:00Z,TSLA,91.3486575318,-2204,Market,Filled,-201332.44120009,Liquidated 
2020-08-12T02:19:29Z,TSLA,97.9986568668,2231,Market On Open,Filled,218635.00346983, 
2020-08-12T19:45:00Z,TSLA,103.39998966,-2231,Market,Filled,-230685.37693146,Liquidated 
2020-08-14T22:59:15Z,TSLA,111.8573221476,1966,Market On Open,Filled,219911.49534218, 
2020-08-15T23:56:39Z,TSLA,111.8573221476,-3932,Market On Open,Filled,-439822.99068436, 
2020-08-17T19:45:00Z,TSLA,122.8639877136,1966,Market,Filled,241550.59984494,Liquidated 
2020-08-19T23:33:34Z,TSLA,123.9993209334,-1555,Market On Open,Filled,-192818.94405144, 
2020-08-20T19:45:00Z,TSLA,133.989986601,1555,Market,Filled,208354.42916456,Liquidated 
2020-08-20T23:11:03Z,TSLA,136.319986368,1343,Market On Open,Filled,183077.74169222, 
2020-08-21T19:45:00Z,TSLA,136.0486530618,-1343,Market,Filled,-182713.341062,Liquidated 
2020-08-28T06:44:18Z,TSLA,153.1779846822,1198,Market On Open,Filled,183507.22564928, 
2020-08-28T19:45:00Z,TSLA,148.0079851992,-1198,Market,Filled,-177313.56626864,Liquidated 
2020-08-30T18:28:19Z,TSLA,148.296651837,1170,Market On Open,Filled,173507.08264929, 
2020-08-31T19:45:00Z,TSLA,165.629983437,-1170,Market,Filled,-193787.08062129,Liquidated 
2020-09-03T03:46:28Z,TSLA,135.706653096,1294,Market On Open,Filled,175604.40910622, 
2020-09-03T19:45:00Z,TSLA,135.69998643,-1294,Market,Filled,-175595.78244042,Liquidated 
2020-09-10T07:12:45Z,TSLA,129.146653752,1580,Market On Open,Filled,204051.71292816, 
2020-09-10T19:45:00Z,TSLA,124.69998753,-1580,Market,Filled,-197025.9802974,Liquidated 
2020-09-11T01:49:28Z,TSLA,127.29998727,1502,Market On Open,Filled,191204.58087954, 
2020-09-11T19:45:00Z,TSLA,123.706654296,-1502,Market,Filled,-185807.39475259,Liquidated 
2020-09-15T04:42:49Z,TSLA,145.649985435,1290,Market On Open,Filled,187888.48121115, 
2020-09-15T19:45:00Z,TSLA,147.676651899,-1290,Market,Filled,-190502.88094971,Liquidated 
2020-09-19T21:02:51Z,TSLA,151.069984893,1242,Market On Open,Filled,187628.92123711, 
2020-09-21T19:45:00Z,TSLA,148.613318472,-1242,Market,Filled,-184577.74154222,Liquidated 
2020-09-22T00:27:43Z,TSLA,143.089985691,1202,Market On Open,Filled,171994.16280058, 
2020-09-22T19:45:00Z,TSLA,142.359985764,-1202,Market,Filled,-171116.70288833,Liquidated 
2020-09-26T23:44:57Z,TSLA,141.596652507,1319,Market On Open,Filled,186765.98465673, 
2020-09-28T19:45:00Z,TSLA,140.939985906,-1319,Market,Filled,-185899.84141001,Liquidated 
2020-10-02T03:53:15Z,TSLA,140.473319286,1193,Market On Open,Filled,167584.6699082, 
2020-10-02T19:45:00Z,TSLA,139.506652716,-1193,Market,Filled,-166431.43669019,Liquidated 
2020-10-02T22:10:24Z,TSLA,141.036652563,1280,Market On Open,Filled,180526.91528064, 
2020-10-05T19:45:00Z,TSLA,141.906652476,-1280,Market,Filled,-181640.51516928,Liquidated 
2020-10-07T19:31:49Z,TSLA,142.269985773,-1252,Market,Filled,-178122.0221878, 
2020-10-07T19:45:00Z,TSLA,141.876652479,1252,Market,Filled,177629.56890371,Liquidated 
2020-10-07T20:10:05Z,TSLA,146.189985381,-1260,Market On Open,Filled,-184199.38158006, 
2020-10-08T01:14:16Z,TSLA,146.189985381,2520,Market On Open,Filled,368398.76316012, 
2020-10-08T19:45:00Z,TSLA,142.346652432,-1260,Market,Filled,-179356.78206432,Liquidated 
2020-10-11T00:37:37Z,TSLA,147.3333186,1201,Market On Open,Filled,176947.3156386, 
2020-10-12T00:33:18Z,TSLA,147.3333186,-2402,Market On Open,Filled,-353894.6312772, 
2020-10-12T09:13:01Z,TSLA,147.3333186,2402,Market On Open,Filled,353894.6312772, 
2020-10-12T19:45:00Z,TSLA,147.863318547,-1201,Market,Filled,-177583.84557495,Liquidated 
2020-10-14T22:08:14Z,TSLA,150.309984969,1134,Market On Open,Filled,170451.52295485, 
2020-10-15T19:45:00Z,TSLA,149.776651689,-1134,Market,Filled,-169846.72301533,Liquidated 
2020-10-17T01:22:44Z,TSLA,148.746651792,1186,Market On Open,Filled,176413.52902531, 
2020-10-19T19:45:00Z,TSLA,143.969985603,-1186,Market,Filled,-170748.40292516,Liquidated 
2020-10-27T07:06:31Z,TSLA,141.253319208,1200,Market On Open,Filled,169503.9830496, 
2020-10-27T19:45:00Z,TSLA,141.73331916,-1200,Market,Filled,-170079.982992,Liquidated 
2020-10-31T10:52:11Z,TSLA,131.389986861,1304,Market On Open,Filled,171332.54286674, 
2020-11-02T20:45:00Z,TSLA,132.519986748,-1304,Market,Filled,-172806.06271939,Liquidated 
2020-11-06T15:18:54Z,TSLA,142.906652376,1191,Market,Filled,170201.82297982, 
2020-11-06T20:45:00Z,TSLA,143.176652349,-1191,Market,Filled,-170523.39294766,Liquidated 
2020-11-09T20:39:21Z,TSLA,142.373319096,1197,Market,Filled,170420.86295791, 
2020-11-09T20:45:00Z,TSLA,141.929985807,-1197,Market,Filled,-169890.19301098,Liquidated 
2020-11-10T21:13:00Z,TSLA,138.846652782,1242,Market On Open,Filled,172447.54275524, 
2020-11-11T20:45:00Z,TSLA,138.93331944,-1242,Market,Filled,-172555.18274448,Liquidated 
2020-11-21T22:47:13Z,TSLA,167.836649883,1042,Market On Open,Filled,174885.78917809, 
2020-11-23T20:45:00Z,TSLA,174.563315877,-1042,Market,Filled,-181894.97514383,Liquidated 
2020-11-24T02:12:29Z,TSLA,180.189981981,1017,Market On Open,Filled,183253.21167468, 
2020-11-24T20:45:00Z,TSLA,184.636648203,-1017,Market,Filled,-187775.47122245,Liquidated 
2020-12-02T18:29:20Z,TSLA,186.963314637,971,Market,Filled,181541.37851253, 
2020-12-02T20:45:00Z,TSLA,189.889981011,-971,Market,Filled,-184383.17156168,Liquidated 
2020-12-17T11:53:34Z,TSLA,209.529979047,888,Market On Open,Filled,186062.62139374, 
2020-12-17T20:45:00Z,TSLA,216.896644977,-888,Market,Filled,-192604.22073958,Liquidated 
2020-12-21T18:04:17Z,TSLA,220.3333113,866,Market,Filled,190808.6475858, 
2020-12-21T20:45:00Z,TSLA,217.486644918,-866,Market,Filled,-188343.43449899,Liquidated 
2020-12-26T22:48:15Z,TSLA,224.893310844,854,Market On Open,Filled,192058.88746078, 
2020-12-28T20:45:00Z,TSLA,222.286644438,-854,Market,Filled,-189832.79435005,Liquidated 
2020-12-30T03:16:15Z,TSLA,224.026644264,838,Market On Open,Filled,187734.32789323, 
2020-12-30T20:45:00Z,TSLA,231.39997686,-838,Market,Filled,-193913.18060868,Liquidated 
2021-01-02T08:20:49Z,TSLA,239.999976,817,Market On Open,Filled,196079.980392, 
2021-01-04T20:45:00Z,TSLA,243.29997567,-817,Market,Filled,-198776.08012239,Liquidated 
2021-01-09T22:10:45Z,TSLA,283.246638342,664,Market On Open,Filled,188075.76785909, 
2021-01-11T20:45:00Z,TSLA,269.673306366,-664,Market,Filled,-179063.07542702,Liquidated 
2021-01-16T06:29:51Z,TSLA,279.246638742,675,Market On Open,Filled,188491.48115085, 
2021-01-19T20:45:00Z,TSLA,280.783305255,-675,Market,Filled,-189528.73104713,Liquidated 
2021-01-22T02:00:17Z,TSLA,278.209972179,664,Market On Open,Filled,184731.42152686, 
2021-01-22T20:45:00Z,TSLA,281.616638505,-664,Market,Filled,-186993.44796732,Liquidated 
2021-01-29T05:35:58Z,TSLA,275.923305741,679,Market On Open,Filled,187351.92459814, 
2021-01-29T20:45:00Z,TSLA,266.596640007,-679,Market,Filled,-181019.11856475,Liquidated 
2021-02-12T01:41:51Z,TSLA,267.153306618,676,Market On Open,Filled,180595.63527377, 
2021-02-12T20:45:00Z,TSLA,270.786639588,-676,Market,Filled,-183051.76836149,Liquidated 
2021-02-19T04:49:41Z,TSLA,264.896640177,706,Market On Open,Filled,187017.02796496, 
2021-02-19T20:45:00Z,TSLA,259.36664073,-706,Market,Filled,-183112.84835538,Liquidated 
2021-03-14T18:00:30Z,TSLA,231.3333102,784,Market On Open,Filled,181365.3151968, 
2021-03-15T19:45:00Z,TSLA,234.9999765,-784,Market,Filled,-184239.981576,Liquidated 
2021-04-05T15:20:04Z,TSLA,232.793310054,792,Market,Filled,184372.30156277, 
2021-04-05T19:45:00Z,TSLA,231.293310204,-792,Market,Filled,-183184.30168157,Liquidated 
2021-04-10T04:33:13Z,TSLA,228.463310487,811,Market On Open,Filled,185283.74480496, 
2021-04-12T19:45:00Z,TSLA,234.243309909,-811,Market,Filled,-189971.3243362,Liquidated 
2021-04-15T01:57:09Z,TSLA,247.836641883,769,Market On Open,Filled,190586.37760803, 
2021-04-15T19:45:00Z,TSLA,245.306642136,-769,Market,Filled,-188640.80780258,Liquidated 
2021-04-17T08:51:10Z,TSLA,239.3333094,753,Market On Open,Filled,180217.9819782, 
2021-04-19T19:45:00Z,TSLA,237.403309593,-753,Market,Filled,-178764.69212353,Liquidated 
2021-04-29T05:02:05Z,TSLA,233.33331,796,Market On Open,Filled,185733.31476, 
2021-04-29T19:45:00Z,TSLA,225.653310768,-796,Market,Filled,-179620.03537133,Liquidated 
2021-04-30T02:10:48Z,TSLA,222.589977741,790,Market On Open,Filled,175846.08241539, 
2021-04-30T19:45:00Z,TSLA,234.373309896,-790,Market,Filled,-185154.91481784,Liquidated 
2021-05-03T02:17:03Z,TSLA,234.516643215,793,Market On Open,Filled,185971.6980695, 
2021-05-03T19:45:00Z,TSLA,228.536643813,-793,Market,Filled,-181229.55854371,Liquidated 
2021-05-08T10:42:37Z,TSLA,221.59997784,816,Market On Open,Filled,180825.58191744, 
2021-05-10T19:45:00Z,TSLA,209.736645693,-816,Market,Filled,-171145.10288549,Liquidated 
2021-05-21T00:13:37Z,TSLA,198.893313444,885,Market On Open,Filled,176020.58239794, 
2021-05-21T19:45:00Z,TSLA,193.906647276,-885,Market,Filled,-171607.38283926,Liquidated 
2021-05-23T02:07:13Z,TSLA,193.876647279,871,Market On Open,Filled,168866.55978001, 
2021-05-24T19:45:00Z,TSLA,203.143313019,-871,Market,Filled,-176937.82563955,Liquidated 
2021-05-28T01:32:41Z,TSLA,209.49997905,841,Market On Open,Filled,176189.48238105, 
2021-05-28T19:45:00Z,TSLA,209.3333124,-841,Market,Filled,-176049.3157284,Liquidated 
2021-05-29T09:46:56Z,TSLA,209.219979078,847,Market On Open,Filled,177209.32227907, 
2021-06-01T19:45:00Z,TSLA,207.079979292,-847,Market,Filled,-175396.74246032,Liquidated 
2021-06-02T15:59:05Z,TSLA,201.969979803,865,Market,Filled,174704.03252959, 
2021-06-02T19:45:00Z,TSLA,201.313313202,-865,Market,Filled,-174136.01591973,Liquidated 
2021-06-09T21:41:42Z,TSLA,201.3333132,873,Market On Open,Filled,175763.9824236, 
2021-06-10T19:45:00Z,TSLA,203.016646365,-873,Market,Filled,-177233.53227665,Liquidated 
2021-06-11T08:28:29Z,TSLA,203.373312996,864,Market On Open,Filled,175714.54242854, 
2021-06-11T19:45:00Z,TSLA,201.849979815,-864,Market,Filled,-174398.38256016,Liquidated 
2021-06-16T08:58:43Z,TSLA,199.149980085,873,Market On Open,Filled,173857.9326142, 
2021-06-16T19:45:00Z,TSLA,202.356646431,-873,Market,Filled,-176657.35233426,Liquidated 
2021-06-17T06:14:55Z,TSLA,200.516646615,879,Market On Open,Filled,176254.13237458, 
2021-06-17T19:45:00Z,TSLA,206.169979383,-879,Market,Filled,-181223.41187766,Liquidated 
2021-06-19T03:25:58Z,TSLA,208.039979196,876,Market On Open,Filled,182243.0217757, 
